# ----------------------------------------,,,,,,,
# www.photo-a-day.org,,,,,,,
# Pages,,,,,,,
# 20050601-20161006,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/PhotoDetail.aspx?date=07/28/2012,11,10,0:00:06,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=08/06/2011,11,10,0:00:07,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=08/09/2012,11,11,0:00:05,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=08/10/2013,11,11,0:00:05,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=08/18/2013,11,11,0:00:08,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=08/24/2013,11,10,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/26/2011,11,9,0:00:06,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=08/27/2013,11,9,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/28/2013,11,9,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/06/2013,11,10,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/07/2012,11,11,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=09/07/2013,11,9,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2013,11,10,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/13/2011,11,10,0:00:08,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=09/13/2013,11,9,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/14/2013,11,10,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/15/2011,11,11,0:00:05,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=09/18/2011,11,11,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=09/19/2011,11,11,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=09/22/2013,11,10,0:00:04,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=10/02/2012,11,11,0:00:11,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=10/03/2012,11,10,0:00:03,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=10/04/2012,11,11,0:00:08,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=10/08/2012,11,11,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=10/23/2012,11,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/28/2012,11,11,0:00:59,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=10/28/2013,11,11,0:00:05,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=10/30/2012,11,11,0:00:05,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=10/31/2013,11,11,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/11/2011,11,10,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/11/2012,11,9,0:00:12,0,0.00%,36.36%,$0.00 
/PhotoDetail.aspx?date=11/12/2012,11,9,0:00:06,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=11/14/2011,11,10,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=11/15/2011,11,10,0:00:03,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=11/16/2011,11,10,0:00:05,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=11/20/2012,11,10,0:02:52,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=12/01/2013,11,10,0:00:06,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=12/08/2013,11,11,0:00:09,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=12/10/2011,11,11,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/22/2012,11,10,0:00:07,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=12/27/2012,11,10,0:00:08,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=12/12/2009,11,9,0:00:08,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=12/19/2009,11,10,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2013,10,10,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2011,10,10,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/25/2010,10,10,0:00:07,2,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/28/2013,10,10,0:00:52,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=01/29/2014,10,9,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/30/2013,10,10,0:00:11,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/01/2013,10,10,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/02/2010,10,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/03/2010,10,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/03/2013,10,10,0:00:05,0,0.00%,30.00%,$0.00 
/PhotoDetail.aspx?date=02/04/2013,10,10,0:00:06,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/08/2013,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/11/2014,10,8,0:00:09,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/13/2014,10,10,0:01:10,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/15/2012,10,10,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/23/2013,10,10,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/25/2013,10,10,0:00:08,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/25/2014,10,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/27/2013,10,9,0:02:08,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/28/2013,10,10,0:00:07,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=03/03/2014,10,9,0:00:11,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=03/11/2013,10,10,0:00:06,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=03/23/2013,10,9,0:00:03,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=03/26/2014,10,8,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/13/2010,10,9,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/01/2013,10,8,0:01:42,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/03/2013,10,10,0:02:07,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/08/2013,10,9,0:00:07,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=04/09/2013,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/18/2013,10,9,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=04/20/2012,10,9,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/21/2013,10,9,0:00:11,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/30/2013,10,8,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/02/2013,10,9,0:03:17,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/07/2013,10,10,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=05/09/2013,10,10,0:01:12,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/11/2012,10,9,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/14/2012,10,10,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/15/2012,10,10,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/16/2012,10,10,0:00:11,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=05/23/2012,10,9,0:00:09,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=05/23/2013,10,8,0:00:04,0,0.00%,30.00%,$0.00 
/PhotoDetail.aspx?date=05/24/2013,10,8,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/26/2012,10,10,0:02:28,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/27/2012,10,10,0:00:06,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=06/11/2012,10,10,0:00:09,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=06/16/2005,10,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/17/2005,10,10,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2005,10,10,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2012,10,9,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=06/20/2007,10,9,0:01:42,1,0.00%,30.00%,$0.00 
/PhotoDetail.aspx?date=06/21/2005,10,10,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/23/2005,10,10,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/27/2013,10,9,0:00:10,0,0.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=07/05/2013,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/16/2012,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/19/2013,10,10,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/20/2011,10,10,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/20/2013,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/21/2011,10,9,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/26/2012,10,10,0:00:06,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/27/2011,10,9,0:00:03,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/29/2011,10,8,0:00:02,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/31/2011,10,10,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/03/2011,10,10,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=08/07/2011,10,9,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/11/2011,10,8,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/13/2012,10,9,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/16/2013,10,10,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/17/2011,10,10,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/18/2011,10,10,0:00:03,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=08/19/2012,10,9,0:00:04,0,0.00%,30.00%,$0.00 
/PhotoDetail.aspx?date=09/12/2011,10,9,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=09/17/2011,10,10,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=09/20/2013,10,9,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/21/2013,10,9,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/25/2013,10,10,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/26/2009,10,9,0:00:06,2,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/28/2013,10,10,0:00:06,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=10/05/2012,10,10,0:00:09,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=10/22/2013,10,10,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/24/2013,10,10,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/27/2013,10,10,0:00:03,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=10/29/2012,10,10,0:00:07,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=10/29/2013,10,9,0:00:02,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=11/15/2010&ref=nf,10,9,0:00:16,9,33.33%,40.00%,$0.00 
/PhotoDetail.aspx?date=11/28/2012,10,8,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=11/30/2013,10,8,0:00:27,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/06/2013,10,9,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/14/2012,10,10,0:02:57,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=12/21/2012,10,9,0:00:06,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=12/26/2012,10,8,0:00:04,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=12/29/2012,10,10,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=12/16/2009,10,10,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/18/2009,10,9,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/21/2009,10,9,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/22/2009,10,9,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/23/2009,10,9,0:00:04,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=12/29/2009,10,9,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/30/2009,10,10,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/18/2013,9,9,0:00:07,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=01/31/2014,9,7,0:00:07,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=02/05/2010,9,9,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/05/2014,9,8,0:00:04,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=02/07/2014,9,8,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/11/2013,9,9,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/26/2014,9,9,0:00:04,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=02/27/2014,9,9,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/01/2014,9,7,0:00:03,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=03/13/2013,9,8,0:00:10,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=03/27/2013,9,8,0:00:07,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=03/27/2014,9,8,0:00:06,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=03/11/2010,9,9,0:00:05,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=04/06/2013,9,9,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/11/2013,9,8,0:00:04,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=04/12/2013,9,8,0:00:10,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=04/23/2013,9,8,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=04/24/2013,9,8,0:00:04,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=04/26/2013,9,8,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/03/2013,9,8,0:00:03,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=05/06/2013,9,9,0:00:06,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=05/20/2013,9,8,0:00:13,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=05/22/2012,9,8,0:00:10,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=05/22/2013,9,8,0:00:04,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=05/24/2012,9,8,0:00:07,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=05/30/2012,9,9,0:00:06,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=05/31/2012,9,9,0:00:09,0,0.00%,44.44%,$0.00 
/PhotoDetail.aspx?date=06/19/2005,9,9,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/22/2005,9,9,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/25/2013,9,8,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/26/2013,9,9,0:00:06,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=07/17/2012,9,8,0:00:06,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=07/18/2012,9,9,0:00:05,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=07/21/2013,9,9,0:00:06,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=07/24/2011,9,9,0:00:03,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=07/26/2011,9,9,0:00:06,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=07/27/2012,9,9,0:00:07,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=07/30/2011,9,8,0:00:03,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=07/31/2012,9,9,0:00:05,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=08/02/2011,9,9,0:00:12,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=08/12/2005,9,9,0:00:02,3,100.00%,55.56%,$0.00 
/PhotoDetail.aspx?date=08/12/2011,9,7,0:00:04,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=08/22/2011,9,9,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=08/22/2013,9,9,0:00:08,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=09/01/2013,9,9,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/10/2013,9,8,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/11/2013,9,9,0:00:07,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=09/23/2013,9,9,0:00:08,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=10/04/2009,9,7,0:00:16,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=10/07/2012,9,9,0:00:03,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=10/19/2012,9,9,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=10/20/2012,9,9,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/08/2012,9,9,0:00:04,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=11/13/2012,9,9,0:00:06,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=11/22/2012,9,7,0:00:04,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=11/23/2012,9,8,0:00:04,0,0.00%,22.22%,$0.00 
/PhotoDetail.aspx?date=11/25/2012,9,7,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=11/26/2012,9,7,0:00:05,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=11/27/2012,9,8,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=12/05/2013,9,7,0:01:51,2,50.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=12/25/2012,9,8,0:00:05,0,0.00%,11.11%,$0.00 
/PhotoDetail.aspx?date=12/26/2013,9,8,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/17/2009,9,9,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/20/2009,9,8,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/24/2009,9,9,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2010,8,8,0:00:10,2,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=01/14/2010,8,8,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/15/2010,8,8,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/16/2010,8,8,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/17/2014,8,8,0:00:05,1,100.00%,37.50%,$0.00 
/PhotoDetail.aspx?date=01/20/2014,8,8,0:00:10,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=01/21/2014,8,8,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/26/2010,8,8,0:00:06,1,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/27/2014,8,8,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/22/2014,8,7,0:00:03,0,0.00%,37.50%,$0.00 
/PhotoDetail.aspx?date=02/24/2014,8,8,0:00:17,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/26/2013,8,8,0:00:06,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=03/14/2013,8,8,0:00:07,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=03/24/2013,8,8,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=03/25/2013,8,8,0:00:04,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=03/26/2013,8,8,0:00:07,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=03/31/2013,8,5,0:00:08,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=04/02/2013,8,8,0:00:09,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=04/05/2013,8,8,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/13/2013,8,7,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/17/2013,8,7,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/25/2013,8,7,0:00:05,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=05/05/2013,8,8,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/08/2013,8,8,0:01:08,1,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/17/2013,8,7,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/25/2012,8,7,0:00:04,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=05/28/2012,8,8,0:00:03,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=06/15/2012,8,6,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/24/2005,8,8,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/08/2011,8,8,0:00:03,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=09/09/2013,8,8,0:00:05,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=09/24/2013,8,8,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/29/2013,8,8,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/25/2013,8,8,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/10/2012,8,8,0:00:07,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=11/14/2012,8,8,0:02:56,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/15/2012,8,8,0:00:06,0,0.00%,37.50%,$0.00 
/PhotoDetail.aspx?date=11/16/2012,8,6,0:00:06,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=11/17/2012,8,6,0:03:53,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=11/18/2012,8,7,0:00:06,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=11/21/2012,8,7,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/02/2013,8,7,0:00:07,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=12/03/2013,8,7,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/12/2009,8,6,0:03:39,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/13/2013,8,8,0:00:04,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=12/18/2013,8,6,0:07:09,3,66.67%,50.00%,$0.00 
/PhotoDetail.aspx?date=12/27/2013,8,7,0:03:43,1,100.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=12/15/2009,8,8,0:00:18,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=01/08/2014,7,7,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/13/2010,7,7,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/13/2014,7,6,0:00:06,0,0.00%,42.86%,$0.00 
/PhotoDetail.aspx?date=01/28/2014,7,7,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/08/2009,7,6,0:01:42,0,0.00%,42.86%,$0.00 
/PhotoDetail.aspx?date=02/17/2014,7,7,0:00:04,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=02/18/2014,7,7,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/20/2014,7,6,0:00:05,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=02/23/2014,7,7,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/28/2014,7,7,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/02/2014,7,6,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/05/2014,7,7,0:00:07,1,100.00%,42.86%,$0.00 
/PhotoDetail.aspx?date=03/06/2014,7,7,0:00:11,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=03/10/2014,7,6,0:00:08,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/16/2013,7,7,0:02:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/21/2014,7,6,0:00:18,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/22/2014,7,6,0:02:50,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/23/2014,7,6,0:00:04,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=03/28/2013,7,7,0:01:58,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/12/2010,7,7,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/14/2010,7,7,0:00:06,0,0.00%,57.14%,$0.00 
